Politician,Quote,Image URL,char_count,word_count,word_length,adv_count,adj_count,noun_count,verb_count,det_count,sentiment,named_entities,named_entities_count
Rand Paul,percent of illegal immigrants  had a visa and then became illegal   mostly because  they changed jobs,half-true,101,16,5.125,12.0,12.0,12.0,12.0,12.0,-0.802,,0
David Dewhurst,dan patrick  got caught not paying his taxes  and  pocketed his employees  payroll taxes,half-true,88,14,5.071428571428571,11.0,11.0,11.0,11.0,11.0,0.0,"('dan patrick  ', 'PERSON')",1
Annette Taddeo,over    percent of the electorate is hispanic  in florida,half-true,57,9,5.0,6.0,6.0,6.0,6.0,6.0,0.0,"('hispanic', 'NORP'), ('florida', 'GPE')",2
Mark Udall,says cory gardner  championed an eight year crusade to outlaw birth control here in colorado,half-true,92,15,5.133333333333334,12.0,12.0,12.0,12.0,12.0,0.296,"('cory gardner', 'PERSON'), ('eight year', 'DATE'), ('colorado', 'GPE')",3
Jimmy Carter,atlanta is the no    trading point for sexual slavery in america  between     and     girls are sold into slavery in atlanta every month,half-true,136,22,4.681818181818182,16.0,16.0,16.0,16.0,16.0,-0.9153,"('atlanta', 'GPE'), ('america', 'GPE'), ('atlanta', 'GPE'), ('every month', 'DATE')",4
Bob Cole,capital metro originally said metrorail s yearly operating costs would be  about      million  last year     it cost     million to operate,half-true,139,20,5.25,14.0,14.0,14.0,14.0,14.0,0.0,"('capital metro', 'ORG'), ('yearly', 'DATE'), ('about      million', 'CARDINAL'), ('last year', 'DATE')",4
The Tax Foundation,americans will spend more on taxes in      than they will on food  clothing and housing combined,half-true,96,16,4.6875,8.0,8.0,8.0,8.0,8.0,0.0,"('americans', 'NORP')",1
Doonesbury,last election  the koch brothers  spent three times what the top    unions spent combined,half-true,89,14,5.071428571428571,12.0,12.0,12.0,12.0,12.0,0.2023,"('three', 'CARDINAL')",1
Barack Obama,the u s  justice department has  taken on more than     voting rights cases since,half-true,81,14,4.428571428571429,11.0,11.0,11.0,11.0,11.0,0.5267,"('the u s  justice department', 'ORG')",1
Broward County Police Benevolent Association,hollywood is    in broward homicides in       thanks chief fernandez,half-true,68,9,5.666666666666667,7.0,7.0,7.0,7.0,7.0,0.4404,,0
Gary Peters,says opposing the paycheck fairness act is part of the koch brothers  agenda,half-true,76,13,4.846153846153846,12.0,12.0,12.0,12.0,12.0,0.0,"('koch', 'PERSON')",1
Anissa Naouai,the u s  spends more money on its military than the    biggest military budgets in the world  combined,half-true,102,18,4.444444444444445,14.0,14.0,14.0,14.0,14.0,0.0,,0
Marsha Blackburn,a recent gallup poll found that    percent of americans and    percent of democrats  say the biggest threat to our nation s security is big government,half-true,150,25,4.76,19.0,19.0,19.0,19.0,19.0,-0.25,"('gallup', 'ORG'), ('americans', 'NORP'), ('democrats', 'NORP')",3
Kenneth Block,in rhode island   nearly   percent of covered employees go out on short term disability every year  with an average outage from work of almost    weeks each,half-true,156,26,4.730769230769231,19.0,19.0,19.0,19.0,19.0,0.0,"('rhode island', 'GPE'), ('every year', 'DATE'), ('almost    weeks', 'DATE')",3
Nathan Deal,says restoring georgia pre k to a     day program was a  real result  of his leadership,half-true,87,16,4.125,13.0,13.0,13.0,13.0,13.0,0.296,"('georgia', 'GPE'), ('day', 'DATE')",2
Eric Bolling,of all the jobs president obama claims to have created since he started  only      percent are women  so      percent have gone to men,half-true,134,23,4.3478260869565215,17.0,17.0,17.0,17.0,17.0,0.25,"('obama', 'PERSON'), ('only      percent', 'PERCENT')",2
Jay Carney,who will raising the minimum wage actually help    more than half work full time  the average worker is    years old,half-true,116,20,4.5,17.0,17.0,17.0,17.0,17.0,0.4019,"('more than half', 'CARDINAL'), ('years', 'DATE')",2
Barack Obama,more than   million young adults     have gained insurance under  the affordable care act  by staying on their family s plan,half-true,124,20,4.85,14.0,14.0,14.0,14.0,14.0,0.7003,"('more than   million', 'CARDINAL')",1
Rick Scott,charlie crist signed into law an automatic    percent annual tuition increase that put college further out of reach for many floridians,half-true,135,21,5.333333333333333,16.0,16.0,16.0,16.0,16.0,0.34,"('charlie', 'PERSON'), ('annual', 'DATE')",2
Arian Foster,the ncaa will  get billions  from the men s basketball tournament   players get a trophy,half-true,88,15,4.666666666666667,13.0,13.0,13.0,13.0,13.0,0.0,"('billions', 'CARDINAL')",1
Organizing for Action,a koch brothers group is  going to college campuses  giving away free booze to try to bribe young folks out of getting health insurance,half-true,135,24,4.583333333333333,19.0,19.0,19.0,19.0,19.0,0.5994,,0
Jack Kingston,there are still more people uninsured today than when obama was elected president,half-true,81,13,5.3076923076923075,10.0,10.0,10.0,10.0,10.0,0.0,"('today', 'DATE'), ('obama', 'GPE')",2
Terry McAuliffe,state medicaid expansion  will save our treasury    billion over the next eight years,half-true,85,13,5.3076923076923075,8.0,8.0,8.0,8.0,8.0,0.6124,"('medicaid', 'ORG'), ('billion', 'CARDINAL'), ('the next eight years', 'DATE')",3
Chris Chocola,says sen  thad cochran  voted to spend hundreds of millions of dollars on     the bridge to nowhere in alaska instead of shifting the money to repair a bridge damaged by hurricane katrina,half-true,187,32,4.6875,23.0,23.0,23.0,23.0,23.0,-0.4404,"('hundreds of millions of dollars', 'MONEY'), ('alaska', 'GPE'), ('hurricane katrina', 'EVENT')",3
Nan Rich,we re   th in k    funding and   th in higher education,half-true,55,11,3.4545454545454546,7.0,7.0,7.0,7.0,7.0,0.0,,0
Barry Smitherman,according to an article in the economist magazine  americans are  guaranteed  to live above the poverty line if they graduate from high school  keep their first job for over a year and get and stay married,half-true,205,36,4.611111111111111,24.0,24.0,24.0,24.0,24.0,-0.5106,"('americans', 'NORP'), ('first', 'ORDINAL')",2
S.E. Cupp,the cdc issued a report commissioned by president obama just earlier this year  and it found some very inconvenient facts  armed citizens are less likely harmed by attackers  effectiveness of gun control laws is mixed  gun buybacks don t work,half-true,242,40,4.975,35.0,35.0,35.0,35.0,35.0,-0.9188,"('cdc', 'ORG'), ('earlier this year', 'DATE')",2
Mayors Against Illegal Guns,an average of seven children in america are killed by guns every day,half-true,68,13,4.3076923076923075,9.0,9.0,9.0,9.0,9.0,-0.6705,"('seven', 'CARDINAL'), ('america', 'GPE'), ('every day', 'DATE')",3
John Currie,unemployment in texas has risen over two percentage points with rick perry as governor,half-true,86,14,5.214285714285714,9.0,9.0,9.0,9.0,9.0,-0.4404,"('texas', 'GPE'), ('two', 'CARDINAL'), ('rick perry', 'PERSON')",3
John Boehner,according to the most recent jobs report   we ve got more americans leaving the workforce than we have finding jobs,half-true,115,20,4.7,16.0,16.0,16.0,16.0,16.0,0.0,"('americans', 'NORP')",1
Ken Cuccinelli,i ve never supported legislation that invades people s choices about contraception,half-true,82,12,5.916666666666667,10.0,10.0,10.0,10.0,10.0,-0.2411,,0
Joe Atkins,minnesota is kicking butt relative to wisconsin on everything from employment and job creation to school test scores  educated work force and a host of other factors and rankings,half-true,178,29,5.137931034482759,21.0,21.0,21.0,21.0,21.0,0.2732,"('minnesota', 'GPE')",1
Cory Booker,newark is  now home to one third of all commercial and multi family development,half-true,79,14,4.642857142857143,10.0,10.0,10.0,10.0,10.0,0.0,"('one third', 'CARDINAL')",1
American LeadHERship PAC,under mayor angel taveras  providence s bond rating was downgraded from a to bbb  two steps above junk bond status,half-true,114,20,4.65,15.0,15.0,15.0,15.0,15.0,0.0,"('two', 'CARDINAL')",1
University of Oregon,things like   having friday classes have been shown to be very effective on college campuses  in reducing drinking,half-true,114,18,5.222222222222222,14.0,14.0,14.0,14.0,14.0,0.7089,"('friday', 'DATE')",1
Jason Isaac,pending a federal waiver  the      legislature  eliminated the overtesting of students in grades     by decreasing the number of tests from    to,half-true,145,21,5.285714285714286,15.0,15.0,15.0,15.0,15.0,0.0772,,0
Steve Munisteri,there  are     registered republicans moving  to texas  every day,half-true,65,9,5.555555555555555,7.0,7.0,7.0,7.0,7.0,0.0,"('republicans', 'NORP'), ('texas', 'GPE')",2
Rand Paul,we ve seen priests beheaded by the islamic rebels on the other side  we ve also seen an islamic rebel eating the heart of a soldier,half-true,131,26,4.038461538461538,21.0,21.0,21.0,21.0,21.0,-0.34,"('islamic', 'NORP'), ('islamic', 'NORP')",2
Frank Annunziato,salaries for uri faculty are second to last among new england land grant universities and in lowest    percent of major u s  research institutions,half-true,146,24,4.958333333333333,18.0,18.0,18.0,18.0,18.0,-0.0258,"('second', 'ORDINAL')",1
Mayors Against Illegal Guns,rep  frank wolf voted to allow terror suspects to buy guns,half-true,58,11,4.2727272727272725,9.0,9.0,9.0,9.0,9.0,-0.5994,"('rep  frank wolf', 'PERSON')",1
Karen Handel,congress secured special obamacare rules  to prevent their healthcare costs from rising,half-true,87,12,6.25,9.0,9.0,9.0,9.0,9.0,0.6705,"('congress', 'ORG')",1
Kathleen Vinehout,because of gov  scott walker s budgeting  a greater percentage of general fund tax dollars is  going to pay off debt than ever before in our history,half-true,148,27,4.407407407407407,18.0,18.0,18.0,18.0,18.0,-0.1027,,0
BookerFail,says cory booker  supports late term and partial birth abortion and opposes safety regulations,half-true,94,14,5.714285714285714,12.0,12.0,12.0,12.0,12.0,0.6486,"('cory booker', 'PERSON')",1
Robin Vos,minnesota  michigan  iowa already have    mph  speed limits on rural interstates  and  we see that they ve been able to do it safely,half-true,132,23,4.434782608695652,16.0,16.0,16.0,16.0,16.0,0.4939,"('minnesota', 'GPE'), ('michigan', 'GPE')",2
Rick Perry,every year  more than     million are leaving missouri for the lone star state,half-true,78,13,4.6923076923076925,10.0,10.0,10.0,10.0,10.0,-0.2732,"('every year', 'DATE'), ('missouri', 'GPE')",2
Scott Walker,in the wisconsin health insurance exchange   the society of actuaries points out that there ll be  according to them  an    percent increase in individual premiums over the next couple years under obamacare,half-true,206,32,5.25,22.0,22.0,22.0,22.0,22.0,0.3182,"('the wisconsin health insurance exchange', 'ORG'), ('the next couple years', 'DATE')",2
Steve Lonegan,says under mayor cory booker  newark has seen  violent crime up five years in a row  murder up five years in a row,half-true,114,23,3.869565217391304,16.0,16.0,16.0,16.0,16.0,-0.9201,"('five years in a row', 'DATE'), ('five years in a row', 'DATE')",2
Steve Goreham,global surface temperatures have been flat for    years,half-true,55,8,5.625,7.0,7.0,7.0,7.0,7.0,0.0,,0
Pam Stewart,florida s  high school graduation rates continue to increase at the fastest rate in the nation  with florida leading the nation in the rate of hispanic graduates,half-true,161,27,4.925925925925926,21.0,21.0,21.0,21.0,21.0,0.3182,"('florida', 'GPE'), ('florida', 'GPE'), ('hispanic', 'NORP')",3
Carly Fiorina,there are only four countries in the world that     legalize abortion after five months    china  north korea  canada and the u s,half-true,129,22,4.5,15.0,15.0,15.0,15.0,15.0,0.0,"('only four', 'CARDINAL'), ('five months', 'DATE'), ('china', 'GPE'), ('north korea', 'GPE'), ('canada', 'GPE'), ('the u s', 'ORG')",6
Peter Barca,under a new law regulating abortions   even if you re raped  if you don t report it in the first    days  the republicans will force you to have an ultrasound,half-true,158,30,4.066666666666666,20.0,20.0,20.0,20.0,20.0,-0.6808,"('the first    days', 'DATE'), ('republicans', 'NORP')",2
Ron Kind,since the passage of the affordable care act  u s  health care spending grew at     percent for the last three years  the lowest growth rate in over    years,half-true,157,28,4.285714285714286,21.0,21.0,21.0,21.0,21.0,0.7506,"('the last three years', 'DATE'), ('over    years', 'DATE')",2
Jim Francesconi,says  nearly half of oregon s children are poor,half-true,47,9,4.222222222222222,8.0,8.0,8.0,8.0,8.0,-0.4767,"('nearly half', 'CARDINAL')",1
Wendy Davis,says that each year  about        american women become pregnant through rape or incest,half-true,87,13,5.153846153846154,9.0,9.0,9.0,9.0,9.0,-0.6908,"('each year', 'DATE'), ('american', 'NORP')",2
National Republican Congressional Committee,obamacare includes a       billion cut from medicare for seniors,half-true,64,9,5.555555555555555,6.0,6.0,6.0,6.0,6.0,-0.2732,"('billion', 'CARDINAL'), ('medicare', 'ORG')",2
National Republican Congressional Committee,floridians will lose their current health plans  because of obamacare  a plan alex sink supports,half-true,96,15,5.333333333333333,11.0,11.0,11.0,11.0,11.0,-0.0516,"('alex sink', 'PERSON')",1
Associated Industries of Florida,large parts of florida  have experienced  years of below average rainfall,half-true,73,11,5.545454545454546,8.0,8.0,8.0,8.0,8.0,0.0,"('florida', 'GPE'), ('years', 'DATE')",2
Chris Stirewalt,businesses  will be required to certify to the irs   under penalty of perjury   that obamacare was not a motivating factor  for cutting staff,half-true,141,23,4.913043478260869,16.0,16.0,16.0,16.0,16.0,-0.8413,"('irs', 'ORG')",1
Ralph Reed,a government report shows that alternatives to the keystone xl pipeline  are worse  for the environment,half-true,103,16,5.375,13.0,13.0,13.0,13.0,13.0,-0.4767,,0
Charlie Crist,six people in florida die as a result of  not expanding medicaid  every day,half-true,75,14,4.285714285714286,10.0,10.0,10.0,10.0,10.0,-0.5994,"('six', 'CARDINAL'), ('florida', 'GPE'), ('medicaid', 'ORG')",3
Clay Aiken,says rep  renee ellmers voted for the government shutdown    times,half-true,66,10,5.3,9.0,9.0,9.0,9.0,9.0,0.0,,0
Ari Melber,the median net worth of american households hasn t changed much over the past decades  it s about             but congress  average median net worth has ballooned  more than doubled,half-true,181,29,4.758620689655173,23.0,23.0,23.0,23.0,23.0,0.4215,"('american', 'NORP'), ('the past decades', 'DATE'), ('congress', 'ORG')",3
Alex Sink,says david jolly  lobbied on a plan  by rep  paul ryan that would turn medicare into a voucher program,half-true,102,19,4.2631578947368425,14.0,14.0,14.0,14.0,14.0,0.5106,"('david jolly', 'PERSON'), ('paul', 'PERSON'), ('medicare', 'ORG')",3
Todd Staples,savings that i achieved  helped fund cameras on the border   as a result  more than        arrests have been made and    tons of narcotics confiscated,half-true,150,24,4.708333333333333,18.0,18.0,18.0,18.0,18.0,-0.4902,,0
