Politician,Quote,Image URL
Donald Trump,business spirit is the highest it s ever been  according to polls,barely-true
Chris Sununu,california and new york are  the two biggest polluting states in the country,barely-true
Marco Rubio,in order to sell insurance in florida there are over    separate individual conditions that must be covered      far beyond the essential health benefits included in obamacare,barely-true
Donald Trump,the person in charge of the hillary investigation  andrew mccabe  got          from  hillary clinton  for wife,barely-true
Jeff Sessions,preliminary murder rates in philadelphia  will put the murder rate at the highest of this decade in the city,barely-true
Jeff Sessions,according to a recent study from the university of california riverside   sanctuary  cities with these policies have more violent crime on average than those that don t,barely-true
Kellyanne Conway,just   percent of americans say russia is the country s most important issue  yet the story receives     percent of the coverage  in the media,barely-true
National Republican Senatorial Committee,elizabeth warren doesn t think obamacare goes far enough   the next step is single payer   does sen  nelson agree  he has in the past     sen  nelson votes with warren    percent of the time,barely-true
Donald Trump,i ve gotten rid of the johnson amendment   i signed an executive order so that now     ministers and and preachers and rabbis and whoever it may be  they can speak  you know  you couldn t speak politically before  now you can,barely-true
Eric Greitens,over     of our     school districts did not have a single student in physics,barely-true
Rick Scott,when the house wants to stop enterprise florida     they re hurting our rural communities,barely-true
Bloggers,muslims offended that their kids have to recite national anthem,barely-true
Rick Scott,your politicians in tallahassee today are saying  in your area  that they don t need any more jobs  that is exactly what rep  paul renner said,barely-true
Donald Trump,the media has  a lower approval rate than congress,barely-true
Travis Allen,the oroville dam failure was entirely avoidable  california passed a      billion water bond in      but jerry brown didn t spend    on new water storage or improvements to existing infrastructure like oroville,barely-true
Stephen Miller,i m calling into question the accuracy of the ruling  the district judge in seattle said there was no indication of terrorism from these seven countries in our country,barely-true
Tammy Baldwin,says secretary of state rex tillerson got a  government service golden parachute  payment of      million  from exxon mobil that he would have to forfeit had he taken a job elsewhere,barely-true
Social Media,says melania trump s security detail at trump tower costs more than the annual budget for the national endowment for the arts,barely-true
Chad Mayes,legislators themselves cannot afford to buy housing in california,barely-true
Tammy Baldwin,says republicans are  organizing to take people s health care away,barely-true
Donald Trump,i have already saved more than      million when i got involved in the negotiation on the f,barely-true
Donald Trump,smart   kuwait issues its own trump esque visa ban for five muslim majority countries,barely-true
